Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFRα,PDGFRα-D842V,PDGFRα-T674I,PDGFRα-V561D,PDGFRβ,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-η,PKC-γ,PKC-α,PKC-β1,PKC-β2,PKC-θ,PKC-ι,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-β,MRCK-α,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1Bα,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38α,P38β,P38δ,P38γ,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-α,PI3-K-δ,PI4-K-β,SPHK1,SPHK2,Compound ID,SMILES
15743202,4,-6,1,-4,4,4,4,7,3,5,3,5,9,7,3,4,1,1,2,1,2,-1,4,5,5,10,6,4,5,4,9,2,3,7,3,2,3,7,0,-1,1,4,5,5,1,-1,3,1,4,2,5,4,6,10,-6,0,2,5,4,9,9,6,6,-3,4,11,3,12,78,5,18,31,61,5,14,4,17,36,11,0,1,4,1,1,1,2,2,0,8,2,5,6,3,7,5,0,4,6,-1,7,7,8,11,6,2,-3,-11,5,2,4,5,4,5,10,2,8,-3,5,1,0,0,3,1,1,1,0,3,5,6,7,0,1,1,1,3,4,3,4,3,2,3,4,1,-5,4,4,5,-3,2,1,0,9,6,4,3,2,0,1,2,4,5,4,4,3,5,0,3,2,-1,0,-1,3,2,3,5,2,5,-2,1,0,1,-3,0,4,6,5,2,1,1,9,10,11,0,,2,2,-1,0,1,4,10,4,6,4,6,4,2,3,-4,-1,1,1,-4,-1,-2,3,4,6,10,5,1,-1,0,-1,GSK1030058A,COC(=O)c1sc(cc1OCc1ccccc1C(F)(F)F)-n1cnc2cc(OC)c(OC)cc12
15743202,7,-1,3,-2,2,5,31,41,39,42,5,52,40,33,8,1,4,17,10,2,9,3,11,21,20,33,32,26,40,30,49,76,2,11,8,6,3,18,11,0,2,8,4,8,7,6,3,5,4,7,10,12,10,7,-7,3,7,13,8,16,13,41,53,5,14,47,36,34,75,5,20,0,23,18,21,11,5,21,36,4,3,27,3,10,4,4,6,39,9,2,2,6,1,7,5,1,3,6,-1,6,8,12,9,6,2,7,-8,5,5,4,5,4,8,10,4,4,5,4,3,1,2,4,3,0,1,2,3,4,0,3,5,1,-1,2,3,2,4,5,3,2,2,4,0,4,5,0,7,3,2,-1,1,6,7,5,3,2,3,7,1,4,5,4,4,2,4,2,2,9,7,1,1,2,3,7,7,3,6,7,-1,0,2,4,0,4,6,7,4,-2,6,11,7,10,0,2,4,4,-1,3,3,8,13,5,6,3,6,5,3,3,-1,-2,2,13,1,4,1,5,5,15,11,6,2,0,-1,0,GW853609X,NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2cc(ccc12)C(F)(F)F
15743202,-9,-2,-1,0,-1,1,5,13,14,11,2,17,8,10,-1,3,-1,1,-2,0,0,-1,1,4,2,3,7,6,4,6,20,11,-3,-7,-7,1,-6,-1,-7,-1,-3,0,-3,3,4,2,-3,1,2,3,2,3,-1,2,-1,3,-1,2,1,1,-3,4,2,0,9,7,8,20,85,1,69,22,62,14,18,9,27,36,23,1,0,4,6,-1,0,0,0,1,-4,-1,1,4,-3,-2,-2,2,-2,-4,0,2,0,1,0,-2,-1,-1,-5,-1,-1,-1,-1,0,-1,4,-1,-1,0,-2,0,0,0,1,0,-2,-2,-2,1,0,3,-1,-1,0,-1,0,-1,0,0,2,0,0,0,-1,0,3,10,9,16,-3,-2,-4,-2,3,-3,-3,-4,-1,-1,-2,1,5,-2,-1,-1,2,3,3,2,3,1,24,0,0,0,5,0,-1,0,2,0,0,1,2,1,-1,-2,5,-3,-1,2,1,1,3,1,0,1,1,0,0,0,-4,-3,1,-1,-2,-2,1,6,5,2,0,1,0,-40,1,2,2,-2,0,6,1,3,12,1,1,GSK1030061A,CNC(=O)c1sc(cc1OCc1ccccc1C(F)(F)F)-n1cnc2cc(OC)c(OC)cc12
15743202,-1,-6,2,-3,1,4,6,9,8,9,4,13,8,6,4,4,-1,-1,2,0,1,3,1,4,3,8,8,6,6,3,15,6,2,9,3,1,3,9,7,-2,3,5,3,4,1,0,3,4,3,4,8,7,5,4,-6,4,3,7,5,8,3,4,2,-1,5,7,1,15,78,3,22,34,72,6,18,4,20,38,20,4,1,2,3,0,4,2,1,2,9,2,1,2,0,7,5,1,4,6,-1,7,9,9,7,5,2,3,0,4,5,4,4,5,5,19,0,1,2,3,2,1,1,2,2,2,1,1,3,3,4,4,1,1,0,1,2,3,2,2,1,2,3,4,-1,-6,5,3,6,5,2,-1,0,6,5,4,3,1,2,4,1,4,5,4,3,2,3,-1,1,7,6,6,-1,3,2,3,5,2,4,3,1,0,1,2,-1,2,5,10,3,3,3,13,5,3,0,0,2,3,-1,4,4,3,6,3,5,4,10,5,4,2,-3,-1,1,3,2,3,-9,4,2,4,10,8,5,0,2,0,GSK312948A,COc1cc2ncn(-c3cc(OCc4cccs4)c(s3)C(N)=O)c2cc1OC
15080992,-5,3,-2,0,3,-5,33,52,54,58,13,52,41,20,-7,2,-2,2,-1,-2,-4,0,1,1,13,3,7,4,12,6,31,15,16,7,-5,5,-8,-3,-7,5,3,-3,-5,3,-3,-4,-3,-1,-1,-3,1,0,-1,-4,5,1,-1,8,2,8,-4,-7,-3,-3,-1,-1,0,15,-6,-6,-4,2,-2,-4,9,6,-1,7,6,4,-2,,23,64,23,-3,-2,-7,-16,1,-2,1,0,-5,-6,1,-4,-4,2,-2,-2,-5,1,-6,-2,-11,-1,-3,0,-3,-3,0,-4,-12,-4,-3,2,2,2,2,-1,-1,-1,-4,-2,-3,-3,-3,-3,-6,-3,-1,0,-1,-1,-1,0,0,0,-1,1,0,2,1,3,1,3,-3,-4,-2,0,-1,-7,-5,-5,-2,-2,-2,0,-2,-4,-4,-3,1,1,2,-1,-6,-12,8,-1,1,-1,-2,13,-2,-3,-3,1,1,-1,-2,0,-1,-5,3,-6,-1,0,-4,-3,-3,3,4,1,0,1,-11,0,-1,-2,-3,-1,-3,2,-3,6,5,1,-2,0,0,-3,0,3,3,-5,-1,-6,-4,3,-1,3,2,GW693481X,Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1ccccn1
15080992,2,0,1,1,2,1,22,35,35,35,10,37,23,17,0,3,-1,4,3,1,1,1,3,5,17,7,15,11,9,9,21,12,2,7,4,3,3,6,8,-1,2,2,1,12,3,9,-1,0,12,2,4,3,9,4,-1,3,4,61,14,54,-1,2,2,-8,-1,4,14,8,9,-1,3,2,3,-3,17,13,4,12,9,1,1,1,6,3,3,0,0,1,4,1,3,5,10,2,2,3,2,1,0,7,7,3,4,-4,-1,-16,0,2,0,1,2,1,4,2,4,6,3,2,10,1,1,2,1,0,0,1,2,1,2,1,-2,1,1,1,1,2,1,3,1,1,0,1,1,0,3,2,4,0,2,1,1,2,0,1,0,0,1,1,1,1,1,2,1,0,0,-1,2,3,3,7,1,2,1,3,27,1,2,2,1,1,1,3,-1,2,3,0,5,3,2,2,3,0,10,12,7,6,7,-5,3,3,2,1,1,2,1,2,6,5,-1,-2,5,3,1,2,0,1,1,3,5,19,21,-9,0,-1,GW786460X,Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1
15080992,2,0,1,-4,3,1,40,51,52,61,11,58,12,4,1,17,-6,-1,-1,-3,0,-1,2,-1,8,5,14,10,7,4,0,6,-6,5,-1,-1,1,3,10,9,0,1,-2,3,6,-7,1,1,4,3,3,3,7,7,-3,0,3,3,4,5,-3,-3,1,-3,-1,10,-9,-1,3,4,3,0,0,9,14,11,6,8,12,1,0,2,1,7,3,-1,0,2,1,3,-3,1,1,4,4,2,4,3,-1,7,7,4,6,2,0,-2,13,3,2,-2,-1,-2,3,2,3,1,0,2,2,2,1,3,1,-2,-3,-2,1,-1,-1,0,2,-3,1,2,1,2,2,2,2,-2,0,2,1,0,-1,-2,-2,1,-4,1,1,5,2,3,1,1,0,1,2,3,0,-1,-1,2,0,0,2,5,6,4,3,3,3,5,4,1,2,-1,-3,-1,0,2,0,2,3,4,5,3,2,4,2,0,3,1,4,1,4,-6,0,1,0,3,2,4,2,2,54,45,-2,-3,-2,2,-2,1,-1,2,4,2,7,2,2,2,0,4,GW785804X,Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1ccc(F)cc1
15080992,5,-5,1,-2,3,3,44,51,52,64,13,59,21,10,3,0,1,4,5,1,4,-1,5,5,14,6,20,15,11,8,15,6,4,8,4,2,4,6,9,-4,3,4,3,4,0,3,3,2,4,5,3,3,3,3,-5,4,5,5,2,1,3,6,7,0,2,8,7,6,5,7,5,0,4,0,16,9,9,8,13,2,2,5,1,12,5,2,2,3,11,-4,2,5,0,7,6,0,8,9,-2,5,7,7,5,5,2,10,4,5,4,4,4,3,2,3,6,0,4,3,2,1,1,1,2,2,1,1,4,5,2,3,1,0,1,3,3,2,2,2,2,2,1,5,0,-1,4,3,2,2,1,-3,0,3,5,3,3,2,2,3,4,5,4,4,3,1,5,2,3,6,10,6,1,5,3,0,3,4,3,5,-1,1,1,2,0,2,4,2,1,3,2,14,6,12,9,10,10,6,4,7,7,2,2,4,7,0,6,2,64,55,-1,-1,3,3,12,9,4,7,5,5,8,3,1,-4,3,-1,GW780159X,Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1cccc(Cl)c1
15080992,8,-2,2,-2,3,2,36,46,43,48,8,52,35,16,7,2,2,5,8,1,6,-1,3,10,12,11,17,13,12,9,28,16,6,15,6,5,4,12,11,-8,1,4,2,6,6,3,3,1,5,2,3,3,-1,2,-3,1,5,59,18,57,2,5,6,-2,3,10,2,8,11,9,1,1,3,4,27,28,4,25,22,2,2,4,3,4,3,1,-1,2,13,-3,6,10,5,5,5,2,6,6,-1,8,7,6,2,4,2,11,-6,4,4,5,4,4,1,2,5,3,4,3,2,3,3,2,3,1,1,2,13,4,6,1,2,0,0,1,2,3,13,4,2,1,2,5,1,0,9,7,6,4,1,0,1,5,4,3,3,1,2,3,3,5,2,3,3,2,7,4,7,8,3,7,1,5,5,3,15,3,5,4,0,3,2,26,0,3,4,0,4,4,4,1,5,15,3,3,3,5,2,10,3,2,7,4,2,0,4,2,10,7,-2,1,3,2,9,6,6,13,7,8,5,10,4,7,-1,0,GSK619487A,OC(=O)C(F)(F)F.CCn1c(nc2c(ncc(OC3CCNCC3)c12)C#CC(C)(C)O)-c1nonc1N
15080992,5,-5,3,0,3,2,92,94,92,94,85,93,82,73,4,9,1,7,5,2,10,3,4,18,73,23,57,51,47,49,65,59,1,3,3,6,6,14,6,-3,-2,2,3,11,1,4,5,8,40,7,6,4,29,13,3,17,17,22,13,37,5,5,6,0,8,44,12,7,16,7,7,2,14,31,42,56,21,44,62,9,2,25,17,64,23,1,4,1,23,-3,8,12,2,11,10,4,5,4,-2,31,23,23,7,3,1,13,2,3,2,2,3,2,2,2,-3,3,3,1,1,1,2,2,5,1,1,1,9,3,6,3,26,1,1,2,2,2,4,3,1,2,4,5,2,2,7,6,8,1,1,0,1,6,3,8,2,1,1,2,29,39,3,2,3,2,5,2,4,35,18,44,24,33,4,2,2,0,1,3,0,1,2,2,1,2,0,6,4,1,3,-2,1,1,38,45,36,13,6,48,41,2,2,0,3,4,1,3,72,66,-2,1,6,22,47,49,18,38,21,31,3,2,5,-3,6,0,GSK554170A,OC(=O)C(F)(F)F.CCn1c(nc2c(ncc(OCC3CCNCC3)c12)C#CC(C)(C)O)-c1nonc1N
15080992,1,0,1,-4,1,1,79,85,85,87,49,86,62,45,6,10,-4,0,0,-2,6,5,0,8,38,17,54,48,28,32,57,32,-3,7,-2,-1,0,5,3,-2,-3,1,-3,7,3,-6,0,1,12,5,7,7,29,14,-2,7,11,11,5,14,4,-3,2,-3,5,31,-3,6,16,2,7,2,8,19,44,52,21,44,52,8,1,10,7,30,8,0,1,3,8,-3,-2,3,-3,8,8,0,2,1,2,16,13,7,2,0,0,2,-9,2,2,-3,-3,-4,2,0,1,2,-1,2,1,2,1,2,1,-3,-3,-8,4,-1,7,1,2,-3,2,2,0,2,2,1,2,-3,0,2,0,0,10,1,6,0,-3,3,1,2,2,2,0,0,-1,0,17,23,-7,-2,-3,1,0,0,1,19,4,15,14,20,1,4,4,1,1,-2,-4,0,-1,0,0,2,2,4,3,2,8,2,-1,-2,21,26,32,7,4,1,0,2,-4,1,1,2,2,2,73,70,-1,-1,-1,9,21,18,10,23,14,23,3,1,1,-1,-2,3,GSK561866B,OC(=O)C(F)(F)F.CCn1c(nc2c(ncc(OCCCN)c12)C#CCN)-c1nonc1N
15080992,3,0,1,0,-3,3,25,40,40,51,32,43,23,12,4,4,1,4,4,1,3,1,1,10,19,9,17,13,13,11,29,21,4,10,4,3,4,10,5,-3,3,2,2,7,3,2,3,6,8,4,5,5,24,22,-1,7,6,44,14,36,1,3,3,4,3,12,5,7,15,3,5,8,16,18,28,25,14,15,18,13,1,11,6,27,7,1,3,2,4,-2,8,8,-1,3,2,5,3,3,2,28,24,6,4,2,2,-3,6,2,4,2,1,2,2,0,2,4,-4,2,2,1,0,2,3,2,1,1,4,2,2,4,2,0,1,2,0,1,2,2,2,1,0,2,1,0,12,10,23,-4,1,0,1,2,3,4,3,0,-2,-4,14,12,3,2,1,2,3,0,2,8,5,16,9,10,3,1,7,1,6,-6,0,0,1,-2,1,4,3,3,3,1,4,3,3,11,4,6,6,3,2,4,3,2,5,4,3,2,2,1,48,42,-1,2,-13,3,4,11,2,4,5,9,3,7,8,-1,-1,-1,GSK614526A,OC(=O)C(F)(F)F.CCn1c(nc2c(ncc(OC[C@@H]3CCCN3)c12)C#CC(C)(C)O)-c1nonc1N
15080992,7,-1,1,-1,-1,2,27,37,37,36,38,42,24,12,3,2,1,2,3,6,9,4,1,14,23,7,18,15,19,9,19,43,4,5,3,2,-1,-2,2,4,2,1,0,6,2,1,0,2,9,-1,5,4,12,13,2,6,5,15,8,16,0,2,1,-1,3,17,11,4,2,-1,1,7,5,8,29,16,12,15,27,9,0,10,3,14,3,0,2,2,12,2,3,6,0,0,0,1,4,6,2,10,5,6,-1,2,0,8,17,2,0,2,1,1,0,3,3,1,-4,2,1,2,1,0,1,0,0,0,2,4,2,2,1,1,1,3,1,4,3,1,2,2,2,5,0,1,14,17,9,-4,7,-3,1,3,3,1,1,1,-3,-5,38,31,1,2,-2,1,3,0,2,-1,3,5,3,4,2,-1,0,0,1,-6,1,4,1,-4,1,0,-1,1,-1,4,2,5,1,5,1,3,7,1,0,3,0,0,2,5,1,1,2,1,32,24,0,-1,1,3,3,5,1,1,3,2,4,1,3,6,0,0,GW876790X,CCn1c(nc2cncc(C(=O)NCCNC)c12)-c1nonc1N
15080992,1,1,-1,-1,1,1,1,1,0,1,-2,1,3,0,-1,2,0,3,2,0,-1,1,0,0,1,1,2,2,2,1,2,1,-2,4,-1,0,2,3,1,1,1,2,0,3,2,0,-2,1,0,1,-1,-2,-4,-2,-2,2,1,-1,1,3,2,3,2,1,-1,2,2,-2,2,0,-1,2,0,-5,1,0,1,0,3,1,0,-1,1,0,0,-2,-1,0,1,0,2,3,-2,0,0,0,1,2,-1,1,1,1,-1,0,-1,-1,-10,0,-2,0,0,0,-1,4,1,3,0,0,-1,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,1,0,-1,0,0,0,1,-2,-1,0,2,3,1,1,0,-1,-1,-1,0,1,1,-2,0,0,0,-1,0,-1,0,1,0,0,0,0,0,2,3,1,0,-1,2,0,-1,1,0,-1,-1,0,0,1,2,2,4,1,2,0,-2,1,2,1,1,2,1,-1,-2,1,2,1,2,0,0,3,-1,4,3,-2,0,-1,-2,-2,-2,1,1,1,2,2,-1,-1,-2,1,0,SB-759335-B,Cl.CCn1c(nc2cncc(C(=O)N3CCNCC3)c12)-c1nonc1N
15080992,6,-1,2,0,8,5,19,28,25,38,5,32,13,64,3,5,0,8,6,2,3,-2,3,3,7,7,9,6,4,5,14,4,2,7,3,4,3,7,4,1,4,4,12,14,21,6,3,0,7,10,4,4,2,-2,-4,3,2,3,4,4,4,9,10,4,-1,6,3,5,6,3,1,-3,1,3,9,6,5,7,7,4,0,5,3,2,1,1,2,2,6,2,10,11,8,7,5,1,5,6,-2,5,7,5,10,6,2,6,-15,4,3,7,6,6,7,12,5,1,-4,3,3,1,1,4,3,2,1,0,0,4,1,6,2,1,1,1,3,2,3,4,2,3,3,3,1,4,4,2,4,-2,0,1,1,2,6,5,4,2,-1,-1,4,4,5,6,7,2,3,2,3,9,8,7,6,6,2,7,5,2,6,-3,0,2,1,-6,-1,6,8,9,4,3,3,6,7,12,2,4,6,2,-3,-2,4,8,7,1,5,4,6,5,19,13,-4,3,1,0,2,3,4,6,6,0,18,5,1,-1,3,0,SKF-86055,Fc1ccc(cc1)-c1c(nc2SCCn12)-c1ccncc1
15080992,2,-3,4,-2,0,3,8,10,8,13,3,11,6,3,3,2,0,3,4,0,3,-1,2,2,2,5,5,3,1,2,7,2,-1,7,2,1,2,8,1,3,1,5,1,5,6,2,1,1,1,2,3,2,1,5,-6,2,3,0,0,4,4,5,5,2,4,6,2,2,7,2,2,4,0,0,3,3,3,3,4,5,1,0,1,2,2,1,2,0,6,2,-2,0,1,5,4,0,2,3,-3,8,6,5,7,3,2,1,-3,4,3,3,3,2,6,10,6,1,2,2,1,1,0,2,1,2,1,3,2,3,1,5,3,0,-1,0,2,2,1,4,0,1,3,3,-1,2,3,0,3,4,0,-1,0,1,4,3,1,1,2,2,0,2,4,4,3,1,0,-6,1,6,5,2,0,1,2,5,4,2,3,0,-1,0,1,-1,0,2,6,8,4,1,3,4,6,7,1,1,2,2,-2,0,2,3,5,3,4,3,6,4,15,10,-3,-1,1,0,-2,0,-1,3,2,6,7,4,1,4,2,-1,SB-431533,OCc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2OCOc2c1)-c1ccccn1
16460937,5,-3,2,-1,5,3,77,83,82,87,42,84,69,48,6,12,0,5,6,2,6,1,3,13,41,16,49,43,29,27,49,27,3,11,6,4,5,9,11,-2,3,5,4,10,6,5,2,2,11,3,8,8,12,19,-5,6,9,10,7,18,5,5,7,2,2,29,10,6,14,2,9,1,7,12,43,44,25,40,45,6,2,10,4,21,8,3,4,1,10,3,4,8,-7,10,11,2,9,5,1,20,16,6,6,6,3,0,-3,8,6,3,4,5,2,5,2,3,4,2,4,1,2,2,3,1,0,4,6,5,4,5,2,3,2,2,3,3,2,3,2,2,3,5,1,0,8,7,12,3,2,0,0,5,5,4,5,2,3,4,15,23,6,4,5,1,6,1,5,15,4,16,11,19,3,2,2,2,4,4,1,1,1,3,0,4,5,7,2,4,3,5,5,2,40,45,47,25,12,15,16,1,9,4,8,5,5,5,86,83,-1,-1,4,5,27,20,16,29,14,18,9,3,3,-3,-1,-1,SB-400868-A,Cl.C1Cc2nc(c(-c3ccc4OCOc4c3)n2C1)-c1ccccn1
16460937,4,1,2,0,4,2,65,76,76,80,12,73,58,42,5,8,1,5,4,1,3,2,2,8,35,13,40,34,14,14,30,20,4,8,3,3,3,10,3,-4,1,3,1,5,1,0,3,4,13,6,2,4,9,5,-2,2,7,11,8,10,1,2,5,5,2,18,4,22,45,9,7,4,7,16,64,72,22,60,55,5,2,10,7,30,8,1,3,0,9,-3,4,5,3,3,4,3,6,5,2,26,17,9,2,2,1,0,6,2,6,1,1,1,2,0,-2,6,9,3,3,1,2,2,3,1,1,1,4,3,5,3,2,0,2,2,1,4,2,3,1,2,2,4,1,1,9,13,4,6,1,2,2,3,3,4,3,0,3,10,12,15,2,1,1,2,6,1,3,29,11,5,4,5,1,0,1,1,2,9,0,1,2,8,1,2,3,5,3,4,3,3,3,10,39,42,30,9,7,12,10,2,7,2,6,2,2,2,79,77,1,1,2,3,6,10,11,16,12,9,7,1,1,-3,-4,2,SB-431542-A,Cl.NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccc2OCOc2c1)-c1ccccn1
16460937,4,3,0,-2,4,0,31,47,45,40,2,45,29,13,2,-1,-3,-2,-2,-3,0,2,0,0,4,1,7,6,7,0,12,8,-1,3,-3,-2,-9,2,-4,2,-2,-2,-2,-1,-3,-11,1,0,2,-2,0,1,1,1,4,0,1,4,0,3,-7,-3,-4,-4,-1,0,-13,4,33,0,-2,3,1,8,18,5,2,10,13,-1,0,2,2,6,2,-1,-1,1,-4,-2,-2,0,-3,0,-1,1,4,4,1,1,2,4,2,-1,-1,6,6,0,0,-3,-4,-3,-2,2,2,1,0,2,3,2,0,0,0,-4,-4,-4,1,3,2,3,1,-3,3,2,1,1,3,1,2,-2,1,3,0,2,1,1,-1,-1,-3,-3,1,0,2,-1,1,1,0,-1,3,0,-3,-2,-4,1,1,1,1,9,2,2,0,0,1,-1,-2,0,0,-1,-4,4,0,0,2,0,-2,1,-1,2,1,4,1,1,-4,-4,-4,-3,-1,-1,-7,-2,3,1,-1,-1,-1,1,4,3,1,-1,-4,3,-2,-1,-3,-3,1,1,0,0,-1,6,0,1,GW837331X,COc1cc(Nc2ncc3c(C)nc(-c4cccc(c4)C(F)(F)F)n3n2)cc(OC)c1OC
19056263,3,-3,1,-1,77,63,4,5,2,4,4,4,2,3,1,4,-2,4,2,2,13,1,4,4,2,6,7,5,6,4,-1,6,1,7,4,3,7,6,95,-9,-57,95,97,61,98,92,93,1,4,2,4,3,8,8,17,2,3,9,10,10,2,3,4,-5,0,7,-2,34,8,8,4,-3,4,6,9,6,4,8,10,3,6,46,9,5,6,30,54,6,35,3,86,80,7,10,10,10,11,6,-1,28,22,8,5,4,1,1,-9,9,32,21,24,35,12,12,16,1,3,3,37,27,23,12,2,2,0,2,3,3,4,3,3,1,0,2,2,1,9,10,1,2,17,20,2,2,2,0,3,58,2,8,23,51,26,21,9,6,2,5,3,6,14,22,18,7,12,8,9,11,10,32,1,2,6,3,22,63,82,4,2,8,8,1,0,5,5,8,7,4,1,7,0,3,2,2,2,7,4,4,8,68,2,6,0,1,9,5,6,5,0,1,3,59,49,60,65,63,10,32,81,4,2,-10,-1,0,GW874091X,Cc1nc(-c2ccccc2)n2nc(NCCCN3CCOCC3)ncc12
19056263,4,-5,0,-5,18,4,1,3,3,4,2,4,-2,-1,6,4,-3,-1,1,-2,5,-2,3,-1,-1,4,4,2,4,0,4,2,-3,9,0,-3,1,3,87,-1,-1,55,83,18,110,81,27,0,1,4,3,3,7,-2,-5,1,3,6,5,6,-1,1,1,-3,1,5,-9,1,4,4,4,-2,2,0,6,2,7,5,1,3,3,15,-1,1,6,5,12,3,9,3,11,49,-2,7,7,1,5,6,-1,4,8,6,5,5,1,3,5,7,4,2,2,3,10,5,10,0,2,3,3,3,3,3,1,0,-4,-2,4,3,3,4,-2,-3,2,1,4,3,3,8,3,-2,1,4,0,-1,-2,-3,-1,17,2,-2,1,21,7,3,4,2,2,4,1,3,4,2,3,2,1,2,4,5,2,4,0,2,4,2,4,16,46,10,-3,1,0,2,0,3,5,3,5,2,2,8,8,7,-3,-3,-2,0,3,-8,-3,15,2,5,0,-2,1,6,-1,-1,0,-5,-1,29,9,32,-3,1,3,5,74,5,1,-4,1,1,GW861893X,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC
19056263,0,-2,2,-1,77,61,4,5,2,5,5,5,4,2,3,6,0,3,5,2,18,2,7,2,1,7,7,4,5,3,0,5,-1,9,4,2,6,8,96,-13,8,95,98,64,99,93,94,3,4,3,4,3,1,3,10,3,5,9,10,9,3,4,6,1,3,7,-1,35,9,4,2,0,4,6,10,8,5,7,6,4,6,41,7,10,7,32,56,2,36,3,87,80,1,12,11,10,10,6,-2,38,28,7,7,5,2,1,2,10,44,30,36,44,13,4,6,2,5,2,35,23,20,9,2,2,0,1,4,4,1,2,5,2,0,2,2,1,5,7,0,2,22,27,2,2,-1,0,2,49,3,8,16,51,27,27,11,6,2,9,2,4,20,32,26,7,20,7,11,2,6,30,3,3,6,5,24,62,81,4,1,5,12,-4,0,4,7,10,6,2,4,5,8,6,0,0,2,4,5,-2,4,70,14,8,6,4,8,6,1,1,-1,5,4,67,46,58,72,67,36,34,76,3,2,-3,0,2,GW301888X,CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1
19056263,4,-2,2,0,63,40,0,2,1,1,-1,0,4,0,1,2,-1,9,6,3,5,1,3,2,2,3,3,2,1,2,6,1,1,5,2,2,3,5,95,0,6,93,88,52,103,101,76,1,2,-1,-1,-1,1,7,4,4,1,-3,8,4,7,8,8,5,-1,5,3,12,-1,-1,-2,-2,2,2,4,2,2,2,6,4,11,35,5,2,4,26,56,2,35,1,85,85,0,2,2,5,5,4,0,18,14,3,4,3,0,8,-6,2,12,8,10,15,16,5,4,-1,2,2,22,15,14,8,2,2,1,2,0,1,4,1,4,1,2,2,3,-1,6,11,5,8,2,5,1,10,3,1,3,50,-1,5,11,58,19,29,10,2,1,3,2,1,39,62,60,4,12,6,8,3,7,67,2,0,6,6,18,59,83,5,0,2,3,3,-1,3,3,4,2,2,3,1,3,0,1,1,3,1,-3,-3,2,65,4,2,0,1,3,3,4,3,-3,5,2,37,34,45,49,45,5,16,83,1,-1,1,1,-1,GR269666A,Cl.C(c1nc2ccc(Nc3ncnc4ccccc34)cc2[nH]1)c1ccccc1
