"Compound.ID","SMILES","FES","ABL2","BMX","TEC","IGF1R","TYK2","ZAK","STK39","STK24","MST4","MAP4K4","TNIK","SLK","STK10","PAK4","PKMYT1","CSNK1G1","CSNK1G3","VRK1","GSG2","PLK4","TLK1","ADRBK1","ADRBK2","GRK5","PDPK1","RPS6KA1","RPS6KA6","AKT3","STK38L","CDC42BPB","STK32A","CHEK2","DCLK1","PHKG2","CAMK2A","STK33","SNF1LK2","PRKAA1","PRKAA2","STK17A","STK17B","PIM2","PIM3","PIM1","NEK1","NEK2","CAMKK2","STK16","GAK","AAK1","CDK9","CDK2","PCTK2","MAPK8","MAPK13","MAPK3","MAPK7","CDKL1","SRPK1","SRPK2","CLK3","CLK4","DYRK1A","DYRK2","CDC7","TTK","GUCY2D"
"GW282974X","CN(C)c1cc2c(Nc3ccc4n(Cc5ccccc5)ncc4c3)ncnc2cn1",0.4,0.6,3.1,0,0.1,0.4,-0.5,0.5,0.7,0,-2.5,0.4,1.7,8.7,0,-0.7,0.1,0.1,0.3,0.3,1.3,0.3,1.1,-0.1,-0.6,-0.3,-0.2,-0.1,-0.3,-0.5,-1.6,-0.4,7.3,0.1,-0.5,0.1,0.8,-1.6,0.8,2.1,1.9,1.6,0.3,1.7,0.4,-0.6,0.8,-0.5,0.2,0.4,1.7,-0.1,0.2,0.1,-0.2,-0.6,0,-0.3,0,0,-0.1,-0.4,0.5,0.8,1,-0.2,0.1,-0.5
"GW284372X","C(Oc1ccc(Nc2ncnc3ccc(cc23)-c2ccco2)cc1)c1ccccc1",0.1,0.1,1.2,0.2,-0.6,-0.7,-0.2,0.5,1.3,1.5,-0.9,-0.4,NA,1.2,1.8,0,-0.3,-0.3,-0.3,0.2,0.6,0.4,-0.1,-0.6,3.6,-0.1,0,-0.7,0,-0.8,-0.2,-0.3,0.1,0,0,0.1,0.6,0.4,0.1,0.1,-0.3,1.2,1.8,1.2,1.3,-0.3,2.1,1.1,0,0.9,1.1,0.4,0.1,0.6,1.3,-0.5,-0.9,-0.6,-0.5,0.2,0.3,-0.6,1,1.2,0.8,0.7,0.7,-0.5
"GW284408X","O=C1Nc2ccccc2\C1=C\Nc1ccc2[nH]c(=O)[nH]c2c1",0.5,3,0.4,-0.4,1.3,1.7,-0.9,0.6,1.9,3.3,2.6,4.1,0.7,1.2,1.1,-0.6,2.6,0.7,1.3,2.4,4.1,1.1,0.5,-0.2,2.4,3.9,0.3,0.2,-0.6,2.7,-0.7,-0.2,2.3,0.4,2.5,1.9,7.2,2.3,2.9,5.6,5.6,8.5,0.8,1.9,0.9,-0.3,0.7,6.2,6.7,2.1,4.3,1.3,2.4,0.9,1.9,-0.7,0,-0.1,0.7,0.5,0,0.3,5,2.2,4.4,0.3,3.7,-0.6
"GW290597X","NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCCCn2ccnc2)cc1",0.2,0.6,0.5,-0.6,0,1.4,-0.7,-0.2,1,2.4,0.4,1.1,0,-0.5,0.5,-0.6,0,0.6,6,2.1,4,1.6,0.4,-0.1,3.7,2.7,0.4,0.3,-0.4,1.6,-1.1,-0.4,0.9,0.2,0.3,1,4.9,1.6,3.4,6,9.1,11.6,2.9,3.1,2.8,-0.1,0.6,0.4,6.6,0.9,5.1,2.3,8,3,0.6,-0.4,1.1,0.5,1.2,0.5,0,0.8,7,1.6,5.5,0.7,4.8,-0.1
"GW296115X","COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c4C(=O)NC(=O)c4c3c2c1",1.7,0.4,1.8,2.1,-0.3,0.2,-0.9,1.6,0.1,2.7,-1.7,5.7,0.1,3.4,3.1,1.7,1,0.3,1.3,0.2,1.1,1.7,0,-0.4,1.3,0.9,0.6,3.5,-0.5,4,-1.3,-0.6,0.1,1,3.8,2.5,9.8,-1.6,5.4,10.6,3.5,18.3,9.8,12,7.5,-0.2,1.6,3.1,2.6,8.4,5.2,2,2.2,1.1,0.9,-0.1,-0.3,0.1,0.9,2.6,1.4,0.4,3.7,7.1,4.4,5.4,3.9,1
"GW297361X","NS(=O)(=O)c1ccc(N\C=C2/C(=O)Nc3ccc4ncsc4c23)cc1",2.3,3.6,1.3,-0.6,0.1,1.5,-0.4,3.9,9.1,11.4,2.9,9.2,2.7,4.8,3.7,-0.7,7.4,3.5,9.7,5.7,5.5,5.9,0.3,0.1,0.6,7,5.6,-0.1,0.9,11,-0.8,1,NA,3.1,5,6,11.6,0.5,6.4,12.5,12.2,15.8,4.7,4.6,4.9,-0.1,4.5,5.8,9.3,5.6,10.4,5.6,13,4,4.2,-0.3,-0.3,0,3.4,3.4,2,3.4,10.2,-0.2,3.8,6.2,9.2,-1
"GW300653X","CC(C)c1ccc2c(NC(=O)\C2=N\Nc2ccc(cc2)S(N)(=O)=O)c1",-0.2,1.9,1.3,-0.8,-0.2,1.6,-1.5,0,1.5,1.2,1.2,3.5,NA,-0.4,0.4,0,0.1,0.1,0.1,0.9,2.9,-0.1,0.1,-0.3,0.2,0.4,0.8,0.6,0,-0.1,-0.5,-0.3,-0.3,0.4,0.7,0.3,0.5,4.1,1.2,1.6,-0.3,1,-0.6,-0.2,-0.1,-0.1,0.8,0.3,1.8,0.9,2.1,0.7,5.3,0.8,0.2,-0.1,-0.3,0,0.2,-0.2,0,-0.1,0.6,0.9,0.7,0.2,0.3,0
"GW300657X","NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCc2ccncc2)cc1",0.1,0.4,0.1,-0.5,0.2,1.6,-0.2,0.4,1.8,3.1,0.4,1.5,1.4,0.1,0.5,-0.3,0,1.1,4.2,1.8,6.1,1.6,0.6,0.2,3.9,5.3,1,0.4,-0.3,2.1,0.1,-0.1,1.1,0.5,0.7,2.1,5.6,3.3,3.8,6.4,11.6,13,3,2.1,2.3,0.2,0.4,1.1,7.1,2.5,5.1,3.3,9.3,4,1,0.8,2.5,1.4,2.9,0.5,0.1,0.7,6.2,2,4.3,0.8,5.8,0.3
"GW300660X","NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCCc2c[nH]cn2)cc1",0.2,0.8,0.2,-0.6,0.1,2.3,-0.6,-0.6,1.2,3.5,0.4,1.8,0,0.1,0.6,-0.4,0.7,1.8,4.8,3.2,5,1.5,0.3,0,3,4.3,0.4,0,-0.7,1.8,-0.4,-0.2,1.2,0.2,2.8,1.3,8.6,3.3,5,8,9.8,12.8,5.6,5.2,5,-0.2,0.6,0.4,7.1,1.3,5.1,2.9,8.6,3.3,0.6,0.3,0.8,0.6,1.4,0.7,0.4,1,7.6,2.8,7.2,1,5,-0.3
"GW301784X","CC(C)(CO)CNC(=O)c1ccc2NC(=O)\C(c2c1)=N/Nc1ccc(cc1)S(N)(=O)=O",0.1,2.6,0,0.2,0.3,0.3,0.2,0.5,1.2,4.1,-0.2,1.1,NA,0.4,0.8,0.3,0.2,0.5,1.2,2.6,0.1,2.5,-0.4,0,-0.6,5.8,1,-0.1,0.4,2.3,0.7,0.2,1,0.9,2.3,2.6,5.6,0,5.1,8.1,NA,15.5,3.2,3.6,3.7,0.5,1.3,0.1,8.1,4,6.8,3.2,11.5,4.1,-0.2,0.3,0.3,0.3,2.3,1,0,0.7,7,-0.3,-0.3,2.6,7.2,0.2
"GW301789X","O=C1Nc2ccccc2\C1=C\Nc1ccc(cc1)-n1cncn1",0.3,2,0.4,-0.7,0.4,1.1,-0.9,0.3,1.3,3.8,2.6,4,0.7,0.5,1.1,0.5,2.1,0.6,1,1.1,4.6,1.5,0.4,0,1.2,2.9,0.1,0.3,-0.2,3.5,-0.1,-0.3,NA,0,2,1.4,4.6,1.9,3.1,5.4,5.1,7.3,0.9,1.4,0.2,-0.3,0.8,3.3,7.2,0.7,2.5,1.1,2.2,1.2,2.3,-0.3,0.2,0.2,0.4,0.5,0.1,-0.3,4.2,0.1,2.5,-0.1,4.5,-0.6
"GW301888X","CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1",0.4,0.4,2,-0.8,1,1.3,-0.6,-1.2,0.4,0.3,-0.1,0.4,0.3,3.5,0.2,-0.8,-0.2,-0.1,0,0,2.1,0.4,0.3,0.1,-0.5,0.2,0.2,0,-0.3,0.1,-0.1,-0.5,NA,-0.2,-0.6,0.4,0.2,-0.7,0.4,1.5,2.2,1.1,0.8,1.7,0.9,-0.6,0.6,-0.2,0.3,0,1.1,0.3,0.1,-0.2,0.4,-0.4,-0.1,NA,-0.3,0,-0.2,-0.4,0.7,1.2,0.7,-0.2,3.2,3.8
"GW305074X","Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br",1.3,2,1.9,-0.1,0.3,2.8,-3.5,1.3,3,2,-0.9,4.7,-0.6,1.9,1.3,0,1.5,1.5,2.8,4.6,1.1,0.6,0.8,0.1,1,0,4.6,0,-0.2,4.9,-0.4,-0.2,2,1.2,1,1.4,3.9,2.6,1.3,4.2,0,7.1,10.2,7.7,5.2,0.3,-0.2,4.2,1.6,4.4,2.8,1.5,2.8,0.8,2.6,0.1,0,-1.2,NA,3.3,0.4,0.3,5.1,4.8,3.4,1.2,2.5,NA
"GW305178X","NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc4ncccc4c23)cc1",0.5,1,1.4,0.2,0.1,0.2,0.5,1.2,1.8,7.6,0.1,3.6,0.9,1.4,2.4,0.9,-0.2,1.8,4.7,5.3,-0.1,3.8,-0.3,-0.1,-0.9,2.8,4.6,2.4,0.2,5.7,-0.4,-0.5,NA,-0.3,-0.2,2.4,5.5,0.3,5.9,10,11.3,13,2.8,3.7,3,0.3,1,2,9.6,4.4,8.3,5.1,13.9,5.1,6,0.5,0.4,0.3,2.6,0.6,0.8,0.9,6.2,0.2,-0.3,5.2,7.5,-0.6
"GW335962X","C\C(Nc1ccc(cc1)S(N)(=O)=O)=C1\C(=O)Nc2ccccc12",0.5,3.3,0.4,0,0.8,0.2,-1.1,1.8,1.8,4.3,-1.5,5.4,0.5,2.2,0.6,-0.4,3.3,2.1,1.5,1.7,4.4,0.4,0.1,-0.1,1.7,3.8,0.2,0.2,-0.5,2.1,-0.9,-0.7,2.8,1.4,3.9,1.4,5.4,-2.4,2.1,4.6,4.6,6.1,0.4,1.2,0.9,0,0.7,4.6,5.4,1.3,3.4,1.7,5.9,2.5,2.4,-0.1,0,0.6,0.3,0.2,-0.1,0.2,2.8,2.8,4.7,-0.1,4.3,-0.4
"GW352430A","Cl.NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3cccc(CCc4ccncc4)c23)cc1",-0.2,0.4,0.3,-0.4,0.1,2.5,-0.6,0.6,2.6,3.3,0.5,1.2,NA,0.1,0.6,0.6,1.7,0,-0.4,0.6,4.7,0.6,0.1,-0.3,0.8,2.6,0,0.3,-0.2,-0.5,-0.5,-0.6,-0.1,0.2,0.2,0.5,0.3,2.3,1,3.8,3.5,4.6,0.3,0.2,0.2,0,0.5,2.4,6.5,1.6,3.9,1,7.8,2.1,1.7,0.3,-0.2,0.1,0.3,-0.5,0.1,0.1,3.4,2.1,1.1,1.7,2.9,-0.5
"GW396574X","CC(C)=Cc1cccc2NC(=O)\C(c12)=N/Nc1ccc(cc1)S(N)(=O)=O",0.2,3.2,0.3,-0.1,0.7,5.1,2.8,2.9,3.9,4.8,1.7,2.1,NA,1,1.4,-0.2,3.7,0.3,0.1,1.2,11.9,1.3,0.2,-0.4,2.1,5.6,2.5,2.6,-0.2,0.9,-0.4,-0.1,1.3,2.4,2.6,2.2,3.4,5.6,5.9,10.2,6.4,6.9,1.6,1.7,0.9,0.3,1.2,2.9,7.4,4.7,6.6,3.5,13.5,4.3,3.7,1,-0.3,2.8,-0.1,0.5,1.8,0.5,3.6,3.9,3,3.5,4.5,-0.2
"GW405841X","COC(=O)c1ccc2NC(=O)C(=Cc3cc(Br)c(O)c(Br)c3)c2c1",3.8,4.4,1.9,1.3,-0.1,6.1,-2,1.3,3.7,2.2,1.6,4.8,0.3,4.1,1.9,-0.7,-0.9,1.9,6.3,7.9,1.1,0.7,1.1,0.5,0.5,0.5,8.9,1,1.1,5.8,-1.1,0.1,0.8,1.9,2.5,3.2,6.4,-1.4,0.8,4.8,0.3,9.1,11.5,10.6,8.5,-0.2,1,3,3.5,8.8,5.2,3.1,4,1.8,-0.1,1.7,0.9,-0.9,0.8,4.6,1.2,3.8,8.6,9.3,0.6,0.5,6.1,-0.1
"GW406108X","Oc1c(Cl)cc(C=C2C(=O)Nc3ccc(cc23)C(=O)c2ccco2)cc1Cl",2,2,2,-0.2,-0.1,6.9,2.7,-1,NA,2,6,6.6,2.3,4.9,2.2,2.2,0.2,1.2,5.9,7,-0.1,0.8,1.2,0.1,0.6,0.9,6.8,0.1,0.1,5.5,0.2,0.1,NA,-0.1,0,4.8,7,4.9,4.1,6.6,-1.2,9.8,8,9.2,6.5,0.2,2.6,3.5,6.2,7.7,1.2,3.7,4.1,1.6,0.1,-0.4,1.9,1,0.7,4.8,1.6,9.1,10.8,0.4,1.7,0.6,4.8,-0.4
"GW406731X","COC(=O)c1cncc(\C=C\c2c(C)cc(O)cc2C)c1",0,2.6,0.9,-0.4,-0.2,0.8,0.3,0.1,-0.6,0.3,-0.1,0.8,NA,1.1,0.2,-0.2,1.1,0,1.1,3.6,0.2,-0.1,0.2,-0.3,-0.6,-0.2,-0.1,-0.2,-0.3,-0.3,-0.9,-0.1,-0.4,-0.1,0,0.6,0.9,2.8,-0.1,0.4,0.9,0.5,0,0.6,0.2,-0.3,-0.1,-0.1,1.1,1.4,0.8,0.1,-0.4,-0.1,-0.4,0.1,-0.1,0,-0.1,-0.1,0.1,-0.6,2.7,0.7,1.7,0.7,0.2,-0.3
"GW407323A","Cl.Nc1nc(cs1)-c1ccc2NC(=O)C(=Cc3cc(Br)c(O)c(Br)c3)c2c1",0.6,1.2,1.8,0.4,-0.3,3.6,-3.1,0,1.3,2.2,NA,2.8,0.1,2.4,1.5,0.2,-0.8,0.8,3.5,6.3,-0.3,0.8,1.1,-0.2,-0.9,-0.1,5.3,0.5,0,3.3,0.8,0,0.6,-1.9,1,0.9,2.8,3.7,1.3,2.6,-1,7.1,10.2,7.6,5,0.3,0.8,1,3.5,6,2.5,0.9,2.6,1.4,2.4,0.6,0.3,1.3,NA,2.4,0.3,NA,3.7,-0.2,0.6,2.3,2.5,-0.5
"GW410563A","Cl.COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC",0,2.5,0.5,-0.8,-0.1,1.5,0.2,-1.1,0.1,-0.1,0.3,0.1,2.1,4.4,-0.2,0.8,0.1,-0.1,0.2,-0.4,2.4,0.3,-0.1,-0.3,0.4,0,1.1,1.9,-0.4,-0.4,0.3,-0.1,NA,0,0.4,-0.1,1.4,3.1,-0.5,0.4,0.3,2,0.7,0.3,0.2,0.1,0.9,-0.3,0,4.3,0.7,-0.5,-0.7,-0.1,0.3,-0.5,0,-0.2,-0.6,-0.3,-0.2,-0.3,0.4,NA,1.8,-0.6,0.5,-0.2
"GW416469X","CN(C)c1ccc2NC(=O)\C(=C/Nc3ccc(cc3)S(N)(=O)=O)c2c1",0,2.2,-0.1,0.1,0.4,1,-0.8,0.5,1.4,4.1,-1.5,2.3,-0.4,1.8,1,-0.6,2.3,0.2,1.5,2,3.7,-0.1,-0.1,-0.1,1,2.7,0.3,0.2,0.1,1.7,0.3,-0.7,0.9,0.6,2,1,4.7,-1.5,3.5,5.7,4.8,8,-0.1,0.5,-0.6,0.1,0.2,1,3.5,0.1,4.5,2.8,5,1.1,0.4,-0.1,0,0.3,0.3,0.1,-0.1,-0.1,1.9,2,2.2,1.7,1.6,-0.2
"GW416981X","CC(C)COC(=O)c1ccc2NC(=O)\C(=C/Nc3ccc(cc3)S(N)(=O)=O)c2c1",0.4,4.3,0.2,0,0.1,2.3,0.4,1.2,3.1,6,0.3,5.4,1.4,1.7,2.7,-0.4,1.8,2.9,3.6,4.9,10,3.3,1.8,0.2,6.7,7.3,2.4,1.9,-0.2,5.3,0.6,0.3,2.8,5.2,5.5,6.5,12.5,7.8,4.3,10.3,14.3,17.1,6.2,7.6,5.7,0.4,2.5,2.3,10.4,4.5,8.7,3.9,11.6,4.4,4,2.8,1,2.6,4.2,1.7,1,1.9,10.1,6.1,9,4.6,8.9,0.3
"GW427984X","CN(C)C(=O)c1cncc(\C=C\c2c(C)cc(O)cc2C)c1",0.2,0.5,0,-0.3,-0.1,-0.1,-0.7,-1.1,-0.7,-0.1,3.2,0.2,-1.2,0,-0.2,-0.6,0,-0.3,0.6,0.2,-0.6,0.1,0.3,0,0.2,-0.4,0,-0.2,-0.6,-0.5,1.5,-0.4,0.1,0.3,-0.5,-0.2,0.2,-1.5,0.2,0.7,-0.1,-0.6,0.1,0.6,0.3,-0.7,0,0.1,0.1,-1,0.3,-0.1,0,0,-0.3,-0.4,0.1,-0.8,-0.1,0.1,-0.2,-0.5,1,0.7,0.5,0.1,0.2,-0.7
"GW429374A","Cl.Oc1c(Br)cc(C=C2C(=O)Nc3ccc(cc23)-c2cccnc2)cc1Br",1.2,1.8,2.4,1.5,0.7,1.9,-1.3,1.4,1.8,1.4,-1.7,6.7,-1,4.1,1.4,1.6,-0.5,2,4.3,5.9,1,0.5,0.2,0.4,0.7,0.6,9.5,0.1,0,8.8,0.3,0,0.2,0.6,2.8,2,5.5,-1.8,0,6.5,0.1,8.9,11.6,10.1,6,0.4,2,1.1,3.1,9,4.8,2.1,5.1,1.9,0.9,-1,0.8,1.5,NA,5.5,1.2,7.7,11.6,6.4,3,2.6,6.2,-0.1
"GW432441X","CNC(=O)Oc1cc(C)c(\C=C\c2cncc(c2)C(=O)NC)c(C)c1",0.4,1.2,1.2,-1,-0.3,0,0.7,-0.4,-0.3,0,0,0.4,NA,0.9,0,0.2,0.1,-0.6,-0.3,0.9,-0.2,-0.1,0.2,-0.5,0,-0.4,-0.2,0.2,-0.2,-1,-1.5,-0.4,-0.4,0.2,-0.3,0.1,-0.2,-0.4,0,0.2,-0.8,-0.4,-0.2,0.3,0,-0.4,0.8,0,-0.2,1.2,-0.3,-0.2,-0.4,-0.1,-0.3,-0.3,-0.4,-0.2,-0.3,-0.2,-0.1,-0.2,0.2,0.4,0.3,-0.3,0.5,-0.6
"GW434756X","Fc1ccc(cc1)-c1nn2ccccc2c1-c1ccncc1",-0.2,1.3,-0.2,-0.4,-0.1,1.5,-0.5,-0.6,-0.7,-2.1,-0.7,2.7,2.7,1.3,-0.1,-0.3,6.2,1.5,0.1,0.3,1.5,-0.4,0,0.1,0.9,-0.2,4.7,5,0.5,-0.5,-0.9,3.3,-0.5,0.1,-0.5,-0.3,0.3,1.7,-0.9,-0.1,0.4,-0.4,0.7,1.2,-0.2,-0.4,-0.5,-0.3,0.4,4.7,0.6,-0.5,0,-0.4,2.8,-0.8,-0.2,-0.1,-0.7,-0.2,-0.4,0.5,0.1,0.4,0.3,3.5,0.8,-0.3
"GW435821X","Cc1cc(O)cc(C)c1\C=C\c1cncc(c1)C(N)=O",-0.1,2.8,0.7,-0.7,-0.4,1.2,0.4,-1.8,-0.2,0.1,-0.2,0.5,0.3,1.2,0.1,0.1,0.6,-0.3,0.9,4,-0.3,0.3,-0.1,-0.2,1.5,-0.3,0.2,0.2,-0.6,-1,-0.1,-0.4,NA,-0.8,-0.6,0.7,0.3,4.3,0.5,1,0.9,0.7,0.8,1.4,0.8,-0.6,0.5,-0.4,0.8,1.2,-0.1,0.1,-0.4,0,-0.2,-0.9,0.1,-0.2,-0.5,-0.1,-0.1,-0.3,3,0.3,1.8,0.8,-0.3,-0.8
"GW439255X","Cc1cc(O)cc(C)c1\C=C\c1cncc(c1)C(=O)OC(C)(C)C",0.1,2.4,2.3,-0.5,-0.3,1,0.1,-0.5,0.7,0.6,0.2,1,0.8,1.2,0.9,NA,1.7,-0.1,1.6,3.9,0,0.4,0.2,-0.1,2.7,-0.2,-0.1,0.2,-0.4,-0.1,-0.8,0.8,NA,-0.4,-0.5,0.7,0.7,4.3,0.1,0.9,0.5,0.6,2.4,1,0.9,-0.1,1.3,0.9,1,1,0.4,0.5,-0.5,0.1,0.4,0.1,-0.1,-0.5,-0.5,-0.6,0,-0.3,2.8,0.6,2.5,0.2,-0.3,-1
"GW440139A","Cl.Cc1ccc(O)cc1Nc1ccnc2cc(ccc12)-c1ccccn1",0.4,6.2,1.7,0.4,0,0.2,0.7,-0.2,-0.5,0,-1.7,2.7,0.7,4.2,0.5,0.1,0.9,0.3,0.4,0.1,1.7,-0.1,0.2,-0.1,0.5,0,0.2,0.7,-0.3,-0.3,-0.5,0.3,0.5,0.3,-0.3,-0.1,1.4,-1.9,-0.1,0.5,-0.2,0,0.8,2.2,1,0,0,-0.1,0.9,6.7,1.5,0.2,-0.1,0.2,0.5,-0.2,-0.2,0.1,-0.2,0,-0.2,-0.2,1.5,0.4,0.8,0.5,0.2,0.3
"GW441756X","Cn1cc(C=C2C(=O)Nc3cccnc23)c2ccccc12",0.2,0.8,0.4,0,0.5,4.2,1.3,0,0.4,0.5,1,1.7,2.9,3.4,2.4,0.9,2.8,0.6,0.3,0,3.3,0.5,-0.2,0,2.8,1.1,0.4,0.3,0.3,2.8,0,-0.1,NA,-0.2,1,1,3.7,1.5,2.7,4.3,5,6.8,1.8,1.9,1.5,0.5,1.2,3.2,5.7,3.5,6,1.1,0.2,0.6,1,-0.1,0.2,0.1,-0.4,0.1,0.4,0.2,4.1,1.2,2.1,-0.1,3,0.2
"GW441806A","Cl.Cc1cc(O)cc(C)c1\C=C\c1cncc(c1)-c1nn[nH]n1",1,4.5,2.5,-0.5,-0.2,1.8,1.7,-0.7,0.2,0.5,0.5,0.8,0.4,3.5,0.1,-0.2,0,0,1.9,0.6,1,0.1,-0.1,-0.1,0,0.2,-0.1,0.1,0,0,0.8,0.2,NA,-0.8,0.2,0.5,0.9,5.1,0.5,1.2,0.3,1.6,1.5,1.7,0.9,-0.3,0.7,-0.1,1,2.9,1,-0.2,-0.2,0.1,0.1,-0.2,0.2,0.1,-0.2,-0.3,-0.1,-0.5,2.9,0.3,2.7,0.3,-0.3,-0.3
"GW442130X","COc1ccccc1-c1cc(\C=C2/C(=O)Nc3ncc(Br)cc23)cc(Br)c1O",2,2.1,1.9,0.9,0.5,0.7,-1.2,0.2,1.5,0.6,-1.7,1.9,-0.8,1.3,1.9,-1,0.1,1.5,2,0,0.9,-0.8,0.3,-0.1,-0.5,0.1,3.1,-1.1,-0.4,6.1,-1.5,-0.4,0.4,0.3,1.4,3,2.4,-1.6,NA,6.3,2.8,7.9,-1.4,1.4,1.6,0,1.1,1.2,1,4.3,0.2,1.2,3.9,2.3,-0.2,-1,-0.1,NA,NA,0.7,0.5,4.2,6.2,3.5,1,-0.4,3.7,-0.1
"GW445012X","CNC(=O)c1cncc(\C=C\c2c(C)cccc2C)c1",0.3,2.9,1.6,-0.5,-0.2,0.9,-1.2,-1,-0.8,-0.1,0.6,0.4,-0.9,0.5,-0.2,0,0.5,-0.3,0.3,-0.3,-0.4,-0.1,0.3,0,1.5,-0.2,-0.3,-0.4,-0.7,-0.7,-1.1,-0.5,0.5,0,-0.7,-0.2,0.2,-1.8,-1.4,0.9,-0.8,-1,0.3,0.7,0.7,-0.8,0.4,0.1,-0.1,1.5,0,-0.3,-0.1,0,-0.1,-0.4,0.1,-0.3,-0.3,-0.1,-0.2,-0.4,0.5,0.4,0.3,-0.5,0.1,-0.5
"GW445014X","CNC(=O)c1cncc(\C=C\c2c(Cl)cccc2Cl)c1",0.3,2.9,0.6,-0.1,-0.1,1.6,-0.5,-0.7,-0.3,-0.1,3.6,0.8,-0.9,1,-0.2,-0.5,1.1,-0.4,0.3,-0.3,-0.4,-0.1,0.2,0,0.9,-0.4,-0.1,-0.2,-0.7,-0.7,-1.4,0.3,0.3,0.1,-0.6,-0.1,0.2,0.4,-0.6,1.2,-0.6,-0.5,0.7,1.4,0.7,-0.4,0,0,0,0.5,0.2,-0.5,-0.2,-0.1,-0.1,-0.4,0.1,-0.3,-0.5,-0.2,-0.2,-0.3,0.8,0.4,0.5,-0.1,-0.2,-0.8
"GW445015X","CNC(=O)c1cncc(\C=C\c2ccccc2C)c1",0,0.8,0.5,-0.7,0,1.2,-0.9,-1.8,-0.6,0.3,-0.9,0.3,-0.2,0,-0.1,-0.7,4.6,-0.1,0.3,0.4,1.3,0.2,0.2,-0.1,-0.7,-0.1,0.1,3.3,-0.3,0,-0.1,-0.1,NA,-0.3,-0.8,0.2,-0.3,2.9,0.4,0.7,-0.2,0,0.9,1.2,0.6,-0.4,0.3,-0.4,0.4,0.3,0.4,-0.1,-0.5,-1.1,4.4,-1.4,2.1,0,-0.6,0,-0.2,-0.6,0.5,0.9,0.4,-0.4,0.3,-0.1
"GW445017X","CNC(=O)c1cncc(\C=C\c2ccccc2Cl)c1",0,1,0.2,0.1,-0.2,-0.1,0.1,-1.1,-0.5,0.3,0.3,0.4,-0.3,-0.3,0,-0.9,0.4,0,0.4,0.3,0.3,0.1,0.1,0,-0.8,-0.1,0.1,-0.4,-0.2,0.1,0.5,0,NA,-0.9,-0.9,0.2,-0.4,-0.1,0.2,0.9,-0.4,-0.1,0.7,1.1,0.5,0.4,0.2,0,0.2,0.4,0.2,-0.1,-0.4,1,-0.2,-0.5,0.1,0.3,-1,0,-0.2,-0.4,0.6,0.3,-0.1,-0.5,0.2,0
"GW450241X","CCc1cccc(CC)c1\C=C\c1cncc(c1)C(=O)NC",-0.1,0.9,0.1,-1,-0.4,0.5,-0.9,-2.3,-0.8,-0.3,-0.5,0.2,0,-1.2,-0.1,-1.5,-0.5,-0.4,0.1,-0.3,-0.8,-0.2,0.2,-0.4,-0.2,-0.7,-0.2,-0.1,-0.6,-0.2,-0.4,-0.7,NA,-1.1,-1,0.1,-0.4,-0.6,0.1,0.6,-1.5,-0.5,0.2,0.1,-0.1,-0.9,0.2,-0.5,0.2,-1.2,-0.4,-0.2,-1,1.1,-0.6,-0.8,-0.1,-0.3,-1.5,-0.2,-0.2,-0.7,-0.1,0.1,0.1,-1.3,-0.8,-0.7
"GW458344A","Cl.Cc1cc(cc(C)c1\C=C\c1cncc(c1)-c1nn[nH]n1)-c1ccco1",0.7,0.9,2.1,-1.2,-0.6,0.2,-0.6,-0.7,0,-0.3,0,0.9,NA,0.2,0.4,-1.7,-1.4,-0.4,0.3,-0.8,0.4,-1.6,0.2,-0.8,0.4,-0.2,-0.8,-0.4,-0.6,-1.8,-0.2,-0.4,-1.6,-0.9,-0.1,-0.2,-0.1,0.1,0.4,2.7,-0.6,0.5,-0.6,0,-0.5,-0.5,1.6,-0.5,-1.3,0.3,-0.2,-0.6,-0.1,1.2,0.3,-0.2,-0.5,0.4,-0.5,-0.3,-0.2,-1.4,-3.4,-1.7,0.1,0,-0.7,-0.3
"GW458787A","Cl.CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1",0,0.8,2.2,0.4,-0.4,2,0.9,-0.5,1.1,2.3,0.8,0.2,0.7,2.6,0.7,NA,-1.2,-0.4,-0.7,3,2,0.9,0,-0.1,-0.3,0.2,-0.9,-0.7,-1.1,0.2,-0.4,-0.1,NA,-2.9,-0.3,0.7,0.5,-0.4,0,0.9,0.3,1.3,1.4,0.7,1.4,-0.4,1.9,0.8,0.5,0.7,1.1,0.3,0,1,1.1,-0.2,0,-0.4,-0.3,-0.7,0,-0.9,0.8,1,0.5,1.3,1,-0.8
